CUI,STR
C0787370,Glyburide 5 MG / Phenformin 50 MG Oral Tablet
C0787370,glyBURIDE 5 MG / Phenformin 50 MG Oral Tablet
C0792885,Glyburide 2.5 MG / Metformin 400 MG Oral Tablet
C0792885,glyBURIDE 2.5 MG / metFORMIN 400 MG Oral Tablet
C0977188,Glyburide 2.5 MG Oral Tablet
C0977188,GLYBURIDE 2.5MG TAB
C0977188,GLYBURIDE 2.5MG TAB UD
C0977188,GLYBURIDE 2.5 mg ORAL TABLET
C0977188,"GLYBURIDE 2.5MG TAB,UD [VA Product]"
C0977188,GLYBURIDE 2.5MG TAB [VA Product]
C0977188,"GLYBURIDE 2.5MG TAB,UD"
C0977188,glyBURIDE 2.5 MG Oral Tablet
C0977188,glyburide 2.5 mg ORAL TABLET [Glyburide]
C0977188,GLYBURIDE 2.5 mg ORAL TABLET [Glyburide]
C0977191,Glyburide 5 MG Oral Tablet
C0977191,GLYBURIDE 5MG TAB
C0977191,GLYBURIDE 5MG TAB UD
C0977191,GLYBURIDE 5 mg ORAL TABLET
C0977191,GLYBURIDE 5MG TAB [VA Product]
C0977191,"GLYBURIDE 5MG TAB,UD [VA Product]"
C0977191,"GLYBURIDE 5MG TAB,UD"
C0977191,Glyburide 5 mg ORAL TABLET
C0977191,glyBURIDE 5 MG Oral Tablet
C0977191,glyburide 5 mg ORAL TABLET [Glyburide]
C0977191,GLYBURIDE 5 mg ORAL TABLET [Glyburide]
C1602758,Gyburide
C0745098,Hyperglycemia steroid-induced
C0745098,steroid induced hyperglycemia
C0745098,steroid-induced hyperglycemia
C0745098,hyperglycaemia steroid-induced
C0392201,blood glucose measurement
C0392201,Blood glucose measurement
C0392201,blood sugar level
C0392201,blood glucose test
C0392201,blood test glucose
C0392201,blood glucose measurements
C0392201,blood glucose
C0392201,blood glucose testing
C0392201,blood sugar test
C0392201,glucose blood test
C0392201,blood sugar levels
C0392201,blood levels sugar
C0392201,blood glucose tests
C0392201,Blood Glucose Measurement
C0392201,Blood Sugar
C0392201,Blood Glucose
C0392201,Blood glucose
C0392201,"Glucose Measurement, Blood"
C2703060,elevated random blood glucose level
C0019932,Hormone
C0019932,Hormones
C0019932,hormone
C0019932,hormones
C0019932,Synthetic Hormone
C0019932,Hormones [Chemical/Ingredient]
C0019932,Endocrine Gland Secretion
C0019932,Therapeutic Hormone
C0030292,"Hormones, Pancreatic"
C0030292,Pancreatic Hormones
C0030292,pancreas hormone
C0030292,pancreatic hormones
C0030292,Pancreatic Hormones [Chemical/Ingredient]
C0030292,Pancreatic hormones
C0030292,hormones pancreas
C0030292,PANCREATIC HORMONES
C0312439,polypeptide hormones
C0312439,"Hormones, Polypeptide"
C0312439,Polypeptide Hormones
C3537244,Insulins
C3537244,Insulins [Chemical/Ingredient]
C0017687,Glucagon
C0017687,glucagon
C0017687,Hyperglycemic Glycogenolytic Factor
C0017687,HG Factor
C0017687,antidiabetic hormone
C0017687,GLUCAGON
C0017687,Glucagon (1-29)
C0017687,Glucagon [Chemical/Ingredient]
C0017687,HG-Factor
C0017687,Hyperglycemic-Glycogenolytic Factor
C0017687,Glukagon
C0017687,Proglucagon (33-61)
C0017687,glucagons
C0017687,Glucagonum
C0017687,Glucagone
C0017687,Antidiabetic Hormone
C0021658,"Hagedorn Insulin, Protamine"
C0021658,"Insulin, Isophane"
C0021658,Isophane Insulin
C0021658,Insulin Isophane
C0021658,Neutral Protamine Hagedorn Insulin
C0021658,"Isophane Insulin, Regular"
C0021658,NPH Insulin
C0021658,Protamine Hagedorn Insulin
C0021658,"Insulin, NPH"
C0021658,Insulin NPH
C0021658,insulins nph
C0021658,isophane insulin
C0021658,nph insulin isophane
C0021658,nph isophane insulin
C0021658,nph insulin
C0021658,insulin isophane
C0021658,protamine hagedorn insulin
C0021658,insulin nph
C0021658,"Insulin, Isophane [Chemical/Ingredient]"
C0021658,Regular Isophane Insulin
C0021658,"insulin, isophane"
C0021659,Insulin Lente
C0021659,lente insulin
C0021659,zinc insulin
C0021659,insulin lente
C0021659,Lente Insulin
C0021659,"Insulin, Lente"
C0021659,"Insulin, Lente [Chemical/Ingredient]"
C0021663,Insulin semilente
C0021663,"Insulin, Prompt Zinc"
C0021663,"Insulin, Semilente"
C0021663,Semilente Insulin
C0041616,Ultralente Insulin
C0041616,Insulin ultralente
C0041616,ultralente insulin
C0041616,insulin ultralente
C0041616,"Insulin, Ultralente"
C0041616,"Insulin, Ultralente [Chemical/Ingredient]"
C0041616,Insulin Zinc Injectable Suspension
C0042456,Velosulin
C0042456,velosulin
C0042456,velosulin br
C0063665,"insulin, tri-Lys-"
C0063665,"insulin, trilysine-"
C0063665,N(A)-L-lysyl-N(B)-L-lysyl-29(B)-(N(6)-L-lysyl-L-lysine)insulin (ox)
C0063665,tri-Lys-insulin
C0063665,trilysine insulin
C0306367,Humulin 70/30
C0306371,Humulin R
C0306371,humulin r
C0306371,HumuLIN R
C0457592,Insulin type
C0457592,insulin types
C0457592,insulins types
C0457592,insulin type
C0457592,types of insulin
C0528249,Humalog
C0528249,humalog
C0528249,HumaLOG
C0591612,human mixtard
C0591612,Human Mixtard
C0721039,Iletin Regular
C0731464,Humulin I
C0731464,HumuLIN I
C0731466,Humulin M1
C0731467,Humulin M2
C0731468,Humulin M3
C0731469,Humulin M4
C0770234,"Insulin, Prompt Zinc, Pork"
C0770234,"INSULIN,SEMILENTE,PORK/PURIFIED"
C0770929,INSUL ISP 50% REG
C0770930,"INS ISP 50R,50H"
C0771946,"Insulin, Protamine Zinc, Human"
C0771946,"insulin, protamine zinc, human"
C0795635,insulin human
C0795635,Insulin human
C0795635,"Regular Insulin, Human"
C0795635,INSULIN HUMAN
C0795635,"INSULIN,REGULAR,HUMAN/rDNA"
C0795635,"INSULIN,REGULAR,HUMAN/SEMISYNTHETIC"
C0795635,"Insulin, Regular, Human"
C0795635,"Insulin, Regular, Human [Chemical/Ingredient]"
C0795635,insulin human regular
C0795635,human insulin
C0795635,human regular insulin
C0795635,Insulin Human
C0795635,insulin (human)
C0795635,Insulin Human (Regular)
C0795635,Insulin (human)
C0795635,Insulin Human Regular
C0795635,"Regular Insulin, human"
C0795635,High molecular weight insulin human
C0795635,"Insulin, human"
C0795635,Human insulin
C0795635,Insulin human regular (rDNA)
C0853230,blood insulin
C0853230,insulin blood
C0028318,"Activity, Nonsuppressible Insulin-Like"
C0028318,"Activity, Nonsuppressible Insulinlike"
C0028318,"Insulin-Like Activity, Nonsuppressible"
C0028318,"Insulinlike Activity, Nonsuppressible"
C0028318,Nonsuppressible Insulin Like Activity
C0028318,Nonsuppressible Insulin-Like Activity
C0028318,NSILA
C0028318,Nonsuppressible Insulin-Like Activity [Chemical/Ingredient]
C0028318,Nonsuppressible Insulinlike Activity
C0033362,Proinsulin
C0033362,proinsulin
C0033362,Proinsulin [Chemical/Ingredient]
C0034818,Insulin Receptor
C0034818,Insulin Receptors
C0034818,"Receptor, Insulin"
C0034818,insulin receptor
C0034818,RECEPT INSULIN
C0034818,INSULIN RECEPT
C0034818,Insulin Receptor Protein-Tyrosine Kinase
C0034818,"Receptor, Insulin [Chemical/Ingredient]"
C0034818,Insulin-Dependent Tyrosine Protein Kinase
C0034818,"Receptors, Insulin"
C0034818,Insulin receptor
C0034818,insulin receptor sites
C0034818,receptor insulin
C0034818,insulin receptor site
C0034818,insulin receptors
C0034818,Insulin Receptor Protein Tyrosine Kinase
C0034818,Insulin--Receptors
C0199782,Inject insulin
C0199782,of insulin injection
C0199782,administration insulin
C0199782,insulin infusion
C0199782,injection insulin
C0199782,injections insulin
C0199782,insulin administration
C0199782,insulin injection
C0199782,Administration of insulin
C0199782,Injection of insulin
C0202098,Insulin measurement
C0202098,Insulin Measurement
C0202098,insulin level test
C0202098,insulin test
C0202098,insulin testing
C0202098,insulin level
C0202098,insulin levels
C0202098,insulin measurement
C0202098,INSULIN
C0202098,Insulin
C0274546,Poisoning by insulin
C0279169,hyperglycemic hormone
C0363693,Insulin^1H post 75 g glucose PO:MCnc:Pt:Ser/Plas:Qn
C0363693,Insulin [Mass/volume] in Serum or Plasma --1 hour post 75 g glucose PO
C0363693,Insulin^1 hour post 75 g glucose Oral:Mass Concentration:Point in time:Serum/Plasma:Quantitative
C0363693,Insulin 1h p 75 g Glc PO SerPl-mCnc
C0363693,Insuline^1 h post 75 g glucose PO:Concentration de masse:Temps ponctuel:Sérum/Plasma:Quantitatif
C0363693,"Insuline T01h après glucose (75g,PO) [Masse/Volume] Sérum/Plasma ; Numérique"
C0363693,Инсулин^1 час после приема 75 г глюкозы через рот:МассКонц:ТчкВрм:Сыв/Плаз:Колич
C0363693,Insulina^60 min após 75 g glicose VO:MCnc:Pt:Sor/Plas:Qn
C0363693,İnsülin^1Sa snr 75 g oral glukoz:KütlKons:Zmlı:Ser/Plaz:Kant
C0363693,Insuliin^1 tund pärast 75 g glükoosi suukaudset manustamist:MCnc:Pt:S/P:Qn
C0363693,insulina^1 hora después de la administración de 75 g de glucosa por vía oral:concentración de masa:punto en el tiempo:suero/plasma:cuantitativo:
C0363693,Insulina^1H pos 75g de glucosa VO:Concentración de masa:Punto temporal:Suero o Plasma:Qn
C0363693,Insulina^1h post 75 g glucosio per os:MCnc:Pt:Siero/Plasma:Qn
C0363693,insulina^1 hora después de la administración de 75 g de glucosa por vía oral:concentración de masa:punto en el tiempo:suero/plasma:cuantitativo
C0363693,"Insuline T01h après glucose (75g,PO):Masse/Volume:Ponctuel:Sérum/Plasma:Numérique"
C0363693,인슐린^포도당 75g 경구 투여 후 1시간:질량농도:검사시점:혈청/혈장:정량
C0363693,Insulin 1H p 75 g Glc PO SerPl-mCnc
C0363693,胰岛素^在口服75 g葡萄糖之后1小时:质量浓度:时间点:血清/血浆:定量型
C0363693,insuline^1 uur na 75 g glucose PO:massa/volume:moment:serum of plasma:kwantitatief
C0363696,Insulin [Mass/volume] in Serum or Plasma --2 hours post 75 g glucose PO
C0363696,Insulin^2H post 75 g glucose PO:MCnc:Pt:Ser/Plas:Qn
C0363696,Insulin^2 hours post 75 g glucose Oral:Mass Concentration:Point in time:Serum/Plasma:Quantitative
C0363696,Insulin 2h p 75 g Glc PO SerPl-mCnc
C0363696,insulina^2 horas después de la administración de 75 g de glucosa por vía oral:concentración de masa:punto en el tiempo:suero/plasma:cuantitativo:
C0363696,Insulina^2H pos 75 g de glucosa VO:Concentración de masa:Punto temporal:Suero o Plasma:Qn
C0363696,Insulin 2H p 75 g Glc PO SerPl-mCnc
C0363696,"Insuline T02h après glucose (75g,PO) [Masse/Volume] Sérum/Plasma ; Numérique"
C0363696,Insulina^2h post 75 g glucosio per os:MCnc:Pt:Siero/Plasma:Qn
C0363696,Инсулин^2 часа после приема 75 г глюкозы через рот:МассКонц:ТчкВрм:Сыв/Плаз:Колич
C0363696,Insuline^2 h post 75 g glucose PO:Concentration de masse:Temps ponctuel:Sérum/Plasma:Quantitatif
C0363696,"Insuline T02h après glucose (75g,PO):Masse/Volume:Ponctuel:Sérum/Plasma:Numérique"
C0363696,Insulina^120 min após 75 g glicose VO:MCnc:Pt:Sor/Plas:Qn
C0363696,İnsülin^2Sa snr 75 g oral glukoz:KütlKons:Zmlı:Ser/Plaz:Kant
C0363696,胰岛素^在口服75 g葡萄糖之后2小时:质量浓度:时间点:血清/血浆:定量型
C0363696,Ινσουλίνη^2 ώρες μετά την από του στόματος χορήγηση 75g γλυκόζης:Συγκέντρωση μάζας:Χρονική στιγμή:Ορός/Πλάσμα:Ποσοτική
C0363696,insulina^2 horas después de la administración de 75 g de glucosa por vía oral:concentración de masa:punto en el tiempo:suero/plasma:cuantitativo
C0363696,Insuliin^2 tundi pärast 75 g glükoosi manustamist:MCnc:Pt:S/P:Qn
C0363696,인슐린^75g 포도당 경구 투여 후 2시간:질량농도:검사시점:혈청/혈장:정량
C0363696,insuline^2 uur na 75 g glucose PO:massa/volume:moment:serum of plasma:kwantitatief
C0363699,Insulin [Mass/volume] in Serum or Plasma --3 hours post 75 g glucose PO
C0363699,Insulin^3H post 75 g glucose PO:MCnc:Pt:Ser/Plas:Qn
C0363699,Insulin^3 hours post 75 g glucose Oral:Mass Concentration:Point in time:Serum/Plasma:Quantitative
C0363699,Insulin 3h p 75 g Glc PO SerPl-mCnc
C0363699,Insuline^3 h post 75 g glucose PO:Concentration de masse:Temps ponctuel:Sérum/Plasma:Quantitatif
C0363699,Insulin 3H p 75 g Glc PO SerPl-mCnc
C0363699,胰岛素^在口服75 g葡萄糖之后3小时:质量浓度:时间点:血清/血浆:定量型
C0363699,Insulina^3 hs após 75 g glicose VO:MCnc:Pt:Sor/Plas:Qn
C0363699,Инсулин^3 часа после 75 г глюкозы через рот:МассКонц:ТчкВрм:Сыв/Плаз:Колич
C0363699,Insulina^3H pos 75g glucosa VO:Concentración de masa:Punto temporal:Suero o Plasma:Qn
C0363699,Insulina^3h post 75 g glucosio per os:MCnc:Pt:Siero/Plasma:Qn
C0363699,insulina^3 horas después de la administración de 75 g de glucosa por vía oral:concentración de masa:punto en el tiempo:suero/plasma:cuantitativo:
C0363699,"Insuline T03h après glucose (75g,PO):Masse/Volume:Ponctuel:Sérum/Plasma:Numérique"
C0363699,"Insuline T03h après glucose (75g,PO) [Masse/Volume] Sérum/Plasma ; Numérique"
C0363699,인슐린^포도당 75g 경구 투여 후 3시간:질량농도:검사시점:혈청/혈장:정량
C0363699,insulina^3 horas después de la administración de 75 g de glucosa por vía oral:concentración de masa:punto en el tiempo:suero/plasma:cuantitativo
C0363699,Insuliin^3 tundi pärast 75 g glükoosi suukaudset manustamist:MCnc:Pt:S/P:Qn
C0363699,İnsülin^3Sa snr 75 g oral glukoz:KütlKons:Zmlı:Ser/Plaz:Kant
C0363699,insuline^3 uur na 75 g glucose PO:massa/volume:moment:serum of plasma:kwantitatief
C0363700,Insulin^4H post 75 g glucose PO:MCnc:Pt:Ser/Plas:Qn
C0363700,Insulin [Mass/volume] in Serum or Plasma --4 hours post 75 g glucose PO
C0363700,Insulin^4 hours post 75 g glucose Oral:Mass Concentration:Point in time:Serum/Plasma:Quantitative
C0363700,Insulin 4h p 75 g Glc PO SerPl-mCnc
C0363700,Insuliin^4 tundi pärast 75 g glükoosi suukaudset manustamist:MCnc:Pt:S/P:Qn
C0363700,Insulin 4H p 75 g Glc PO SerPl-mCnc
C0363700,胰岛素^在口服75 g葡萄糖之后4小时:质量浓度:时间点:血清/血浆:定量型
C0363700,insulina^4 horas después de la administración de 75 g de glucosa por vía oral:concentración de masa:punto en el tiempo:suero/plasma:cuantitativo
C0363700,Insulina^4H pos 75 g de glucosa VO:Concentración de masa:Punto temporal:Suero o Plasma:Qn
C0363700,Insulina^4h post 75 g glucosio per os:MCnc:Pt:Siero/Plasma:Qn
C0363700,Инсулин^4 часа после 75 г глюкозы через рот:МассКонц:ТчкВрм:Сыв/Плаз:Колич
C0363700,Insuline^4 h post 75 g glucose PO:Concentration de masse:Temps ponctuel:Sérum/Plasma:Quantitatif
C0363700,insulina^4 horas después de la administración de 75 g de glucosa por vía oral:concentración de masa:punto en el tiempo:suero/plasma:cuantitativo:
C0363700,"Insuline T04h après glucose (75g,PO):Masse/Volume:Ponctuel:Sérum/Plasma:Numérique"
C0363700,"Insuline T04h après glucose (75g,PO) [Masse/Volume] Sérum/Plasma ; Numérique"
C0363700,Insulina^4 hs após 75 g glicose VO:MCnc:Pt:Sor/Plas:Qn
C0363700,인슐린^포도당 75g 경구 투여 후 4시간:질량농도:검사시점:혈청/혈장:정량
C0363700,İnsülin^4Sa snr 75 g oral glukoz:KütlKons:Zmlı:Ser/Plaz:Kant
C0363700,insuline^4 uur na 75 g glucose PO:massa/volume:moment:serum of plasma:kwantitatief
C0363701,Insulin [Mass/volume] in Serum or Plasma --5 hours post 75 g glucose PO
C0363701,Insulin^5H post 75 g glucose PO:MCnc:Pt:Ser/Plas:Qn
C0363701,Insulin^5 hours post 75 g glucose Oral:Mass Concentration:Point in time:Serum/Plasma:Quantitative
C0363701,Insulin 5h p 75 g Glc PO SerPl-mCnc
C0363701,Insuliin^5 tundi pärast 75 g glükoosi suukaudset manustamist:MCnc:Pt:S/P:Qn
C0363701,Insulina^5 hs após 75 g glicose VO:MCnc:Pt:Sor/Plas:Qn
C0363701,Insuline^5 h post 75 g glucose PO:Concentration de masse:Temps ponctuel:Sérum/Plasma:Quantitatif
C0363701,Insulina^5h post 75 g glucosio per os:MCnc:Pt:Siero/Plasma:Qn
C0363701,Insulin 5H p 75 g Glc PO SerPl-mCnc
C0363701,"Insuline T05h après glucose (75g,PO):Masse/Volume:Ponctuel:Sérum/Plasma:Numérique"
C0363701,insulina^5 horas después de la administración de 75 g de glucosa por vía oral:concentración de masa:punto en el tiempo:suero/plasma:cuantitativo
C0363701,insulina^5 horas después de la administración de 75 g de glucosa por vía oral:concentración de masa:punto en el tiempo:suero/plasma:cuantitativo:
C0363701,Инсулин^5 часов после 75 г глюкозы через рот:МассКонц:ТчкВрм:Сыв/Плаз:Колич
C0363701,胰岛素^在口服75 g葡萄糖之后5小时:质量浓度:时间点:血清/血浆:定量型
C0363701,Insulina^5H pos 75 g de glucosa VO:Concentración de masa:Punto temporal:Suero o Plasma:Qn
C0363701,인슐린^포도당75g 경구 투여 후 5시간:질량농도:검사시점:혈청/혈장:정량
C0363701,İnsülin^5Sa snr 75 g oral glukoz:KütlKons:Zmlı:Ser/Plaz:Kant
C0363701,"Insuline T05h après glucose (75g,PO) [Masse/Volume] Sérum/Plasma ; Numérique"
C0363701,insuline^5 uur na 75 g glucose PO:massa/volume:moment:serum of plasma:kwantitatief
C0363702,Insulin [Mass/volume] in Serum or Plasma --baseline
C0363702,Insulin BS SerPl-mCnc
C0363702,Insulin^baseline:MCnc:Pt:Ser/Plas:Qn
C0363702,Insulin^baseline:Mass Concentration:Point in time:Serum/Plasma:Quantitative
C0363702,insulina^nivel inicial:concentración de masa:punto en el tiempo:suero/plasma:cuantitativo
C0363702,Insulina^baseline:MCnc:Pt:Siero/Plasma:Qn
C0363702,Insulina^basal:MCnc:Pt:Sor/Plas:Qn
C0363702,Insulin^Baseline:MKnz:Pkt:Ser/Plas:Qn
C0363702,İnsülin^taban hattı:KütlKons:Zmlı:Ser/Plaz:Kant
C0363702,Insulina^Basal:Concentración de masa:Punto temporal:Suero o Plasma:Qn
C0363702,Insuline^Pré test:Concentration de masse:Temps ponctuel:Sérum/Plasma:Quantitatif
C0363702,인슐린^기저검체:질량농도:검사시점:혈청/혈장:정량
C0363702,Инсулин^момент начала отсчёта времени:МассКонц:ТчкВрм:Сыв/Плаз:Колич
C0363702,Insuline T0:Masse/Volume:Ponctuel:Sérum/Plasma:Numérique
C0363702,Insuline T0 [Masse/Volume] Sérum/Plasma ; Numérique
C0363702,insulina^nivel inicial:concentración de masa:punto en el tiempo:suero/plasma:cuantitativo:
C0363702,胰岛素^基线:质量浓度:时间点:血清/血浆:定量型
C0363702,insuline^uitgangswaarde:massa/volume:moment:serum of plasma:kwantitatief
C0363705,Insulin [Mass/volume] in Serum or Plasma --12 hours fasting
C0363705,Insulin^post 12H CFst:MCnc:Pt:Ser/Plas:Qn
C0363705,Insulin^post 12 hours Calorie fast:Mass Concentration:Point in time:Serum/Plasma:Quantitative
C0363705,Insulin p 12h fast SerPl-mCnc
C0363705,Insuline T12h après jeûne:Masse/Volume:Ponctuel:Sérum/Plasma:Numérique
C0363705,İnsülin^snr 12Sa KalYas:KütlKons:Zmlı:Ser/Plaz:Kant
C0363705,Insulina^após 12 hs de jejum:MCnc:Pt:Sor/Plas:Qn
C0363705,Insulin^post 12H KFst:MKnz:Pkt:Ser/Plas:Qn
C0363705,Insulina^12h pos-ayuno:Concentración de masa:Punto temporal:Suero o Plasma:Qn
C0363705,Insuline T12h après jeûne [Masse/Volume] Sérum/Plasma ; Numérique
C0363705,Insulina^post 12h digiuno:MCnc:Pt:Siero/Plasma:Qn
C0363705,Insulin^post 12 hours Calorie fast:질량농도:검사시점:혈청/혈장:정량
C0363705,insulina^después de 12 horas de ayuno:concentración de masa:punto en el tiempo:suero/plasma:cuantitativo
C0363705,Insuliin^pärast 12 h paastu:MCnc:Pt:S/P:Qn
C0363705,Insuline^Post 12 h jeûne calorique:Concentration de masse:Temps ponctuel:Sérum/Plasma:Quantitatif
C0363705,Insulin [Mass/volume] in Serum or Plasma --12 hours post CFst
C0363705,insulina^después de 12 horas de ayuno:concentración de masa:punto en el tiempo:suero/plasma:cuantitativo:
C0363705,Insulin p 12H fast SerPl-mCnc
C0363705,Инсулин^12 часов после ЭГол:МассКонц:ТчкВрм:Сыв/Плаз:Колич
C0363705,胰岛素^在热量型禁食之后12小时:质量浓度:时间点:血清/血浆:定量型
C0363705,Insuline^post 12 h jeûne calorique:Concentration de masse:Temps ponctuel:Sérum/Plasma:Quantitatif
C0363705,insuline^na 12 uur vasten:massa/volume:moment:serum of plasma:kwantitatief
C0366513,Insulin Regular Dose
C0366513,Insulin regular:Mass:Pt:Dose:Qn
C0366513,Insulin regular [Mass] of Dose
C0366513,Insulin regular:Mass:Point in time:Dose med or substance:Quantitative
C0366513,insulina regular:masa:punto en el tiempo:dosis:cuantitativo:
C0366513,Insuline régulière:Masse:Temps ponctuel:Dose:Quantitatif
C0366513,Insulin regular:질량:검사시점:용량:정량
C0366513,Insulina regular:Massa:Pt:Dose:Qn
C0366513,insulina regular:masa:punto en el tiempo:dosis:cuantitativo
C0366513,İnsülin regular:Kütle:Zmlı:Doz:Kant
C0366513,正规胰岛素:质量:时间点:剂量药物或剂量物质:定量型
C0366513,Insuline régulière [Masse] Dose ; Numérique
C0366513,Insulina regolare:Massa:Pt:Dose:Qn
C0366513,Insulina regular:Masa:Punto temporal:Dosis:Qn
C0366513,Insuline régulière:Masse:Ponctuel:Dose:Numérique
C0366513,Инсулин простой:Масса:ТчкВрм:Доза:Колич
C0366513,insuline regulier:massa:moment:dosering:kwantitatief
C0373715,Assay of Proinsulin
C0373715,Proinsulin Measurement
C0373715,proinsulin
C0373715,Proinsulin
C0373715,PROINSUL
C0482546,Insulin [Mass/volume] in Serum or Plasma --1.5 hours post dose tolbutamide IV
C0482546,Insulin^1.5H post dose tolbutamide IV:MCnc:Pt:Ser/Plas:Qn
C0482546,Insulin 1.5M p TBM IV SerPl-mCnc
C0482546,Insulin^1 1/2 hour post dose tolbutamide Intravenous:Mass Concentration:Point in time:Serum/Plasma:Quantitative
C0482546,Insulina^90 min após dose de tolbutamida EV:MCnc:Pt:Sor/Plas:Qn
C0482546,Инсулин^1.5 часа после дозы толбутамида внутривенно:МассКонц:ТчкВрм:Сыв/Плаз:Колич
C0482546,胰岛素^在静脉注射甲苯磺丁脲之后1.5小时:质量浓度:时间点:血清/血浆:定量型
C0482546,TOLBUTAMIDE:concentración de masa:punto en el tiempo:suero/plasma:cuantitativo
C0482546,TOLBUTAMIDE:concentración de masa:punto en el tiempo:suero/plasma:cuantitativo:
C0482546,Insulina^1.5H pos dosis de tolbutamida IV:Concentración de masa:Punto temporal:Suero o Plasma:Qn
C0482546,"Insulina^1,5h post dose tolbutamide EV:MCnc:Pt:Siero/Plasma:Qn"
C0482546,인슐린^톨뷰타마이드 정맥내 투여 후 1시간반:질량농도:검사시점:혈청/혈장:정량
C0482546,İnsülin^1.5Sa sonra IV tolbutamid dozu:KütlKons:Zmlı:Ser/Plaz:Kant
C0482546,Insuline T01h30 après tolbutamide IV:Masse/Volume:Ponctuel:Sérum/Plasma:Numérique
C0482546,Insuline T01h30 après tolbutamide IV [Masse/Volume] Sérum/Plasma ; Numérique
C0482546,"insuline^1,5 uur na dosis tolbutamide IV:massa/volume:moment:serum of plasma:kwantitatief"
C0482547,Insulin^1H post dose tolbutamide IV:MCnc:Pt:Ser/Plas:Qn
C0482547,Insulin [Mass/volume] in Serum or Plasma --1 hour post dose tolbutamide IV
C0482547,Insulin^1 hour post dose tolbutamide Intravenous:Mass Concentration:Point in time:Serum/Plasma:Quantitative
C0482547,Insulin 1h p TBM IV SerPl-mCnc
C0482547,Insuline T01h après tolbutamide IV:Masse/Volume:Ponctuel:Sérum/Plasma:Numérique
C0482547,Insulina^1h post dose tolbutamide EV:MCnc:Pt:Siero/Plasma:Qn
C0482547,Insulin 1H p TBM IV SerPl-mCnc
C0482547,胰岛素^在静脉注射甲苯磺丁脲之后1小时:质量浓度:时间点:血清/血浆:定量型
C0482547,Insuline T01h après tolbutamide IV [Masse/Volume] Sérum/Plasma ; Numérique
C0482547,Insulina^60 min após dose de tolbutamida EV:MCnc:Pt:Sor/Plas:Qn
C0482547,Инсулин^1 час после дозы толбутамида внутривенно:МассКонц:ТчкВрм:Сыв/Плаз:Колич
C0482547,İnsülin^1Sa sonr IV tolbutamid dozu:KütlKons:Zmlı:Ser/Plaz:Kant
C0482547,인슐린^톨뷰타마이드 정맥내 투여 후 1시간:질량농도:검사시점:혈청/혈장:정량
C0482547,insulina^1 hora después de la administración de una dosis de tolbutamida intravenosa:concentración de masa:punto en el tiempo:suero/plasma:cuantitativo
C0482547,insulina^1 hora después de la administración de una dosis de tolbutamida intravenosa:concentración de masa:punto en el tiempo:suero/plasma:cuantitativo:
C0482547,Insulina^1H pos tolbutamida IV:Concentración de masa:Punto temporal:Suero o Plasma:Qn
C0482547,insuline^1 uur na dosis tolbutamide IV:massa/volume:moment:serum of plasma:kwantitatief
C0482548,Insulin^2.5H post dose tolbutamide IV:MCnc:Pt:Ser/Plas:Qn
C0482548,Insulin [Mass/volume] in Serum or Plasma --2.5 hours post dose tolbutamide IV
C0482548,Insulin^2 1/2 hours post dose tolbutamide Intravenous:Mass Concentration:Point in time:Serum/Plasma:Quantitative
C0482548,Insulin 2.5h p TBM IV SerPl-mCnc
C0482548,"insulina^2,5 horas después de la administración de una dosis de tolbutamida intravenosa:concentración de masa:punto en el tiempo:suero/plasma:cuantitativo:"
C0482548,"Insulina^2,5h post dose tolbutamide EV:MCnc:Pt:Siero/Plasma:Qn"
C0482548,Инсулин^2.5 часа после дозы толбутамида внутривенно:МассКонц:ТчкВрм:Сыв/Плаз:Колич
C0482548,胰岛素^在静脉注射甲苯磺丁脲之后2.5小时:质量浓度:时间点:血清/血浆:定量型
C0482548,Insulina^2 hs e 30 min após dose de tolbutamida EV:MCnc:Pt:Sor/Plas:Qn
C0482548,"insulina^2,5 horas después de la administración de una dosis de tolbutamida intravenosa:concentración de masa:punto en el tiempo:suero/plasma:cuantitativo"
C0482548,인슐린^톨뷰타마이드 정맥내 투여 후 2시간반:질량농도:검사시점:혈청/혈장:정량
C0482548,Insulin 2.5H p TBM IV SerPl-mCnc
C0482548,İnsülin^2.5Sa sonr IV tolbutamid dozu:KütlKons:Zmlı:Ser/Plaz:Kant
C0482548,Insuline T02h30 après tolbutamide IV [Masse/Volume] Sérum/Plasma ; Numérique
C0482548,Insulina^2.5H pos dosis de tolbutamida IV:Concentración de masa:Punto temporal:Suero o Plasma:Qn
C0482548,Insuline T02h30 après tolbutamide IV:Masse/Volume:Ponctuel:Sérum/Plasma:Numérique
C0482548,"insuline^2,5 uur na dosis tolbutamide IV:massa/volume:moment:serum of plasma:kwantitatief"
C0482549,Insulin [Mass/volume] in Serum or Plasma --2 hours post dose tolbutamide IV
C0482549,Insulin^2H post dose tolbutamide IV:MCnc:Pt:Ser/Plas:Qn
C0482549,Insulin^2 hours post dose tolbutamide Intravenous:Mass Concentration:Point in time:Serum/Plasma:Quantitative
C0482549,Insulin 2h p TBM IV SerPl-mCnc
C0482549,Insulina^120 min após dose de tolbutamida EV:MCnc:Pt:Sor/Plas:Qn
C0482549,Инсулин^2 часа после дозы толбутамида внутривенно:МассКонц:ТчкВрм:Сыв/Плаз:Колич
C0482549,İnsülin^2Sa snr IV tolbutamide dozu:KütlKons:Zmlı:Ser/Plaz:Kant
