ATUI,AUI,CNAME,CUI,CVF,DEF,SAB,SATUI,SUPPRESS,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 9
AT210375729,A12795782,,C0043094,,An increase in total body weight.,NCI_NICHD,,N,,,,,,,,,,,,,,,,
AT32353740,A1411847,,C0043094,,increase in body weight over existing weight; unintentional as well as intentional gain.,CSP,,N,,,,,,,,,,,,,,,,
AT43117265,A0133808,,C0043094,,Increase in BODY WEIGHT over existing weight.,MSH,,N,,,,,,,,,,,,,,,,
AT198017560,A7571945,,C0162429,,"Inadequate nutrition resulting from poor diet, malabsorption, or abnormal nutrient distribution.",NCI,,N,,,,,,,,,,,,,,,,
AT198091188,A7571945,,C0162429,,"A condition caused by not getting enough calories or the right amount of key nutrients, such as vitamins and minerals, that are needed for health. Malnutrition may occur when there is a lack of nutrients in the diet or when the body cannot absorb nutrients from food. Cancer and cancer treatment may cause malnutrition.",NCI_NCI-GLOSS,,N,,,,,,,,,,,,,,,,
AT218037350,A2782745,,C0162429,,An imbalanced nutritional status resulting from insufficient intake of nutrients to meet normal physiological requirement.,MSH,,N,,,,,,,,,,,,,,,,
AT220107504,A21142699,,C0162429,,"<p>Food provides the energy and nutrients you need to be healthy. If you don't get enough nutrients -- including <a href='https://medlineplus.gov/dietaryproteins.html'>proteins</a>, <a href='https://medlineplus.gov/carbohydrates.html'>carbohydrates</a>, <a href='https://medlineplus.gov/dietaryfats.html'>fats</a>, <a href='https://medlineplus.gov/vitamins.html'>vitamins</a>, and <a href='https://medlineplus.gov/minerals.html'>minerals</a> - you may suffer from malnutrition.</p> <p>Causes of malnutrition include:</p> <ul> <li>Lack of specific nutrients in your diet. Even the lack of one vitamin can lead to malnutrition.</li> <li>An unbalanced diet</li> <li>Certain medical problems, such as <a href='https://medlineplus.gov/malabsorptionsyndromes.html'>malabsorption syndromes</a> and cancers</li> </ul> <p>Symptoms may include fatigue, dizziness, and weight loss. Or, you may have no symptoms. To diagnose the cause of the problem, your doctor may do blood tests and a nutritional assessment. Treatment may include replacing the missing nutrients and treating the underlying cause.</p>",MEDLINEPLUS,,N,,,,,,,,,,,,,,,,
AT51224424,A0483292,,C0162429,,disorder of nutrition due to unbalanced or insufficient diet or to defective assimilation or utilization of nutrients.,CSP,,N,,,,,,,,,,,,,,,,
AT130672702,A18618175,,C0299583,,a substance produced by fat cells and involved in the regulation of appetite,CHV,,N,,,,,,,,,,,,,,,,
AT130672703,A18636873,,C0299583,,a substance produced by fat cells and involved in the regulation of appetite,CHV,,N,,,,,,,,,,,,,,,,
AT198104489,A10772136,,C0299583,,"Leptin (167 aa, ~16 kDa) is encoded by the human LEP gene. This protein is secreted by adipocytes and plays a role in the regulation of both appetite and body fat stores.",NCI,,N,,,,,,,,,,,,,,,,
AT51218710,A0599425,,C0299583,,"made in adipose cells and is important in the response to starvation and in feedback regulation of energy expenditure, food intake, and adiposity.",CSP,,N,,,,,,,,,,,,,,,,
AT73530590,A1651267,,C0299583,,"A 16-kDa peptide hormone secreted from WHITE ADIPOCYTES. Leptin serves as a feedback signal from fat cells to the CENTRAL NERVOUS SYSTEM in regulation of food intake, energy balance, and fat storage.",MSH,,N,,,,,,,,,,,,,,,,
AT38133813,A0646026,,C0376607,,Agents that increase energy expenditure and weight loss by neural and chemical regulation. Beta-adrenergic agents and serotoninergic drugs have been experimentally used in patients with non-insulin dependent diabetes mellitus (NIDDM) to treat obesity.,MSH,,N,,,,,,,,,,,,,,,,
AT130671600,A18583865,,C0497406,,BMI 25,CHV,,N,,,,,,,,,,,,,,,,
AT130671601,A18695297,,C0497406,,BMI 25,CHV,,N,,,,,,,,,,,,,,,,
AT198037541,A19054893,,C0497406,,"Being too heavy for one's height. Excess body weight can come from fat, muscle, bone, and/or water retention. Being overweight does not always mean being obese.",NCI_NCI-GLOSS,,N,,,,,,,,,,,,,,,,
AT220005303,A19054893,,C0497406,,A condition in which body mass index falls between 25 and 29.9.,NCI,,N,,,,,,,,,,,,,,,,
AT225121450,A28254819,,C0497406,,Increased body weight with a body mass index of 25-29.9 kg per square meter. [],HPO,,N,,,,,,,,,,,,,,,,
AT53894412,A8396102,,C0497406,,"A status with BODY WEIGHT that is above certain standard of acceptable or desirable weight. In the scale of BODY MASS INDEX, overweight is defined as having a BMI of 25.0-29.9 kg/m2. Overweight may or may not be due to increases in body fat (ADIPOSE TISSUE), hence overweight does not equal ""over fat"".",MSH,,N,,,,,,,,,,,,,,,,
AT230153941,A21144846,,C0920298,,"<p>Keeping a healthy weight is crucial. If you are underweight or overweight, or have <a href='https://medlineplus.gov/obesity.html'>obesity</a>, you may have a higher risk of certain health problems.</p> <p>About two thirds of adults in the U.S. are overweight or have obesity. Achieving a healthy weight can help you control your cholesterol, blood pressure and blood sugar. It might also help you prevent weight-related diseases, such as heart disease, diabetes, arthritis and some cancers. </p> <p>Eating too much or not being physically active enough will make you overweight. To maintain your weight, the calories you eat must equal the energy you burn. To lose weight, you must use more calories than you eat. A weight-control strategy might include</p> <ul> <li>Choosing low-fat, low-calorie foods</li> <li>Eating smaller portions</li> <li>Drinking water instead of sugary drinks</li> <li>Being physically active</li> </ul> <p>Eating extra calories within a well-balanced diet can help to add weight.</p> <p >NIH: National Institute of Diabetes and Digestive and Kidney Diseases</p>",MEDLINEPLUS,,N,,,,,,,,,,,,,,,,
AT32351834,A1185158,,C0920298,,therapy to regulate body weight.,CSP,,N,,,,,,,,,,,,,,,,
AT53895979,A8394979,,C1563743,,"The amount of fat or lipid deposit at a site or an organ in the body, an indicator of body fat status.",MSH,,N,,,,,,,,,,,,,,,,
AT206292001,A24669477,,C4024583,,An increase in adipose tissue mass by hyperplastic growth (increase in the number of adipocytes) or by hypertrophic growth (increase in the size of adipocytes occurring primarily by lipid accumulation within the cell). [HPO:curators],HPO,,N,,,,,,,,,,,,,,,,
AT198123857,A20257776,,C0006111,,A non-neoplastic or neoplastic disorder that affects the brain.,NCI,,N,,,,,,,,,,,,,,,,
AT220102888,A21144495,,C0006111,,"<p>The brain is the control center of the body. It controls thoughts, memory, speech, and movement. It regulates the function of many organs. When the brain is healthy, it works quickly and automatically. However, when problems occur, the results can be devastating. </p> <p> <a href='https://medlineplus.gov/encephalitis.html'>Inflammation in the brain</a> can lead to problems such as vision loss, weakness and paralysis. Loss of brain cells, which happens if you suffer a <a href='https://medlineplus.gov/stroke.html'>stroke</a>, can affect your ability to think clearly. <a href='https://medlineplus.gov/braintumors.html'>Brain tumors</a> can also press on nerves and affect brain function. Some brain diseases are <a href='https://medlineplus.gov/geneticbraindisorders.html'>genetic</a>. And we do not know what causes some brain diseases, such as <a href='https://medlineplus.gov/alzheimersdisease.html'>Alzheimer's disease</a>.</p> <p>The symptoms of brain diseases vary widely depending on the specific problem. In some cases, damage is permanent. In other cases, treatments such as surgery, medicines, or physical therapy can correct the source of the problem or improve symptoms. </p>",MEDLINEPLUS,,N,,,,,,,,,,,,,,,,
AT38134607,A0032452,,C0006111,,"Pathologic conditions affecting the BRAIN, which is composed of the intracranial components of the CENTRAL NERVOUS SYSTEM. This includes (but is not limited to) the CEREBRAL CORTEX; intracranial white matter; BASAL GANGLIA; THALAMUS; HYPOTHALAMUS; BRAIN STEM; and CEREBELLUM.",MSH,,N,,,,,,,,,,,,,,,,
AT51222376,A0248518,,C0006111,,"pathologic conditions affecting the brain, which is composed of the intracranial components of the central nervous system.",CSP,,N,,,,,,,,,,,,,,,,
AT197966860,A7585693,,C0027765,,"A non-neoplastic or neoplastic disorder that affects the brain, spinal cord, or peripheral nerves.",NCI,,N,,,,,,,,,,,,,,,,
AT220106168,A21143939,,C0027765,,"<p>The brain, spinal cord, and nerves make up the nervous system. Together they control all the workings of the body. When something goes wrong with a part of your nervous system, you can have trouble moving, speaking, swallowing, breathing, or learning. You can also have problems with your memory, senses, or mood.</p> <p>There are more than 600 neurologic diseases. Major types include</p> <ul> <li> Diseases caused by faulty genes, such as <a href='https://medlineplus.gov/huntingtonsdisease.html'>Huntington's disease</a> and <a href='https://medlineplus.gov/musculardystrophy.html'>muscular dystrophy</a></li> <li> Problems with the way the nervous system develops, such as <a href='https://medlineplus.gov/spinabifida.html'>spina bifida</a></li> <li> <a href='https://medlineplus.gov/degenerativenervediseases.html'>Degenerative diseases</a>, where nerve cells are damaged or die, such as <a href='https://medlineplus.gov/parkinsonsdisease.html'>Parkinson's disease </a>and <a href='https://medlineplus.gov/alzheimersdisease.html'>Alzheimer's disease</a></li> <li> Diseases of the blood vessels that supply the brain, such as <a href='https://medlineplus.gov/stroke.html'>stroke</a></li> <li> Injuries to the <a href='https://medlineplus.gov/spinalcordinjuries.html'>spinal cord</a> and <a href='https://medlineplus.gov/traumaticbraininjury.html'>brain</a></li> <li> Seizure disorders, such as <a href='https://medlineplus.gov/epilepsy.html'>epilepsy</a> </li> <li> Cancer, such as <a href='https://medlineplus.gov/braintumors.html'>brain tumors</a></li> <li> infections, such as <a href='https://medlineplus.gov/meningitis.html'>meningitis</a></li> </ul>",MEDLINEPLUS,,N,,,,,,,,,,,,,,,,
AT32352849,A1305770,,C0027765,,impairment of health or a condition of abnormal functioning of the nervous system.,CSP,,N,,,,,,,,,,,,,,,,
AT38134939,A0091426,,C0027765,,"Diseases of the central and peripheral nervous system. This includes disorders of the brain, spinal cord, cranial nerves, peripheral nerves, nerve roots, autonomic nervous system, neuromuscular junction, and muscle.",MSH,,N,,,,,,,,,,,,,,,,
AT197967646,A7628925,,C0042373,,"A non-neoplastic or neoplastic disorder affecting the arteries, veins, or lymphatic vessels. Examples include vasculitis, thrombophlebitis, arteriosclerosis, lymphedema, hemangioma, and angiosarcoma.",NCI,,N,,,,,,,,,,,,,,,,
AT220103477,A21143655,,C0042373,,"<p>The vascular system is the body's network of blood vessels. It includes the arteries, veins and capillaries that carry blood to and from the heart. Problems of the vascular system are common and can be serious. Arteries can become thick and stiff, a problem called <a href='https://medlineplus.gov/atherosclerosis.html'>atherosclerosis</a>. <a href='https://medlineplus.gov/bloodclots.html'>Blood clots</a> can clog vessels and block blood flow to the heart or brain. Weakened blood vessels can burst, causing bleeding inside the body. </p> <p>You are more likely to have vascular disease as you get older. Other factors that make vascular disease more likely include</p> <ul> <li> Family history of vascular or heart diseases</li> <li> Pregnancy</li> <li> Illness or injury </li> <li> Long periods of sitting or standing still</li> <li> Any condition that affects the heart and blood vessels, such as diabetes or high cholesterol </li> <li> Smoking </li> <li> Obesity </li> </ul> <p>Losing weight, eating healthy foods, being active and not smoking can help vascular disease. Other treatments include medicines and surgery.</p>",MEDLINEPLUS,,N,,,,,,,,,,,,,,,,
AT51219758,A0318491,,C0042373,,condition in which there is a deviation from or interruption of the normal structure or function of the blood vessels.,CSP,,N,,,,,,,,,,,,,,,,
AT73533065,A0131585,,C0042373,,Pathological processes involving any of the BLOOD VESSELS in the cardiac or peripheral circulation. They include diseases of ARTERIES; VEINS; and rest of the vasculature system in the body.,MSH,,N,,,,,,,,,,,,,,,,
AT198055858,A10760368,,C0007785,,"An ischemic condition of the brain, producing a persistent focal neurological deficit in the area of distribution of the cerebral arteries.",NCI_FDA,,N,,,,,,,,,,,,,,,,
AT198055859,A10760368,,C0007785,,"An ischemic condition of the brain, producing a persistent focal neurological deficit in the area of distribution of the cerebral arteries.",NCI,,N,,,,,,,,,,,,,,,,
AT73553651,A0037008,,C0007785,,"The formation of an area of NECROSIS in the CEREBRUM caused by an insufficiency of arterial or venous blood flow. Infarcts of the cerebrum are generally classified by hemisphere (i.e., left vs. right), lobe (e.g., frontal lobe infarction), arterial distribution (e.g., INFARCTION, ANTERIOR CEREBRAL ARTERY), and etiology (e.g., embolic infarction).",MSH,,N,,,,,,,,,,,,,,,,
AT43117313,A1637707,,C0007786,,"Localized reduction of blood flow to brain tissue due to arterial obstruction or systemic hypoperfusion. This frequently occurs in conjunction with brain hypoxia (HYPOXIA, BRAIN). Prolonged ischemia is associated with BRAIN INFARCTION.",MSH,,N,,,,,,,,,,,,,,,,
AT197980109,A7569700,,C0009421,,"A state of profound unconsciousness associated with markedly depressed cerebral activity. Causes include central nervous system damage, intoxication, and metabolic abnormalities.",NCI,,N,,,,,,,,,,,,,,,,
AT198066653,A7569700,,C0009421,,"A condition in which a patient is in a state of deep sleep and cannot be awakened. A coma may be caused by many things, including trauma, drugs, toxins, or certain diseases.",NCI_NCI-GLOSS,,N,,,,,,,,,,,,,,,,
AT206283214,A24666094,,C0009421,,"Complete absence of wakefulness and content of conscience, which manifests itself as a lack of response to any kind of external stimuli. [HPO:probinson]",HPO,,N,,,,,,,,,,,,,,,,
AT210367987,A7569700,,C0009421,,Prolonged unconsciousness.,NCI_NICHD,,N,,,,,,,,,,,,,,,,
AT220102950,A21143367,,C0009421,,"<p>A coma is a deep state of unconsciousness. An individual in a coma is alive but unable to move or respond to his or her environment. Coma may occur as a complication of an underlying illness, or as a result of injuries, such as <a href='https://medlineplus.gov/traumaticbraininjury.html'>brain injury</a>.</p> <p>A coma rarely lasts more than 2 to 4 weeks. The outcome for coma depends on the cause, severity, and site of the damage. People may come out of a coma with physical, intellectual, and psychological problems. Some people may remain in a coma for years or even decades. For those people, the most common cause of death is infection, such as pneumonia.</p> <p >NIH: National Institute of Neurological Disorders and Stroke</p>",MEDLINEPLUS,,N,,,,,,,,,,,,,,,,
AT38144030,A0041166,,C0009421,,A profound state of unconsciousness associated with depressed cerebral activity from which the individual cannot be aroused. Coma generally occurs when there is dysfunction or injury involving both cerebral hemispheres or the brain stem RETICULAR FORMATION.,MSH,,N,,,,,,,,,,,,,,,,
AT51219664,A0476528,,C0009421,,profound state of unconsciousness associated with depressed cerebral activity from which the individual cannot be aroused; coma generally occurs when there is dysfunction or injury involving both cerebral hemispheres or the brain stem.,CSP,,N,,,,,,,,,,,,,,,,
AT198080466,A10765473,,C0018946,,Cerebral hemorrhage into the subdural space. See also Stroke Syndrome.,NCI_FDA,,N,,,,,,,,,,,,,,,,
AT205721569,A10765473,,C0018946,,"Bleeding between the dura mater and the brain, usually secondary to a tear of the bridging vein.",NCI,,N,,,,,,,,,,,,,,,,
AT205726028,A24380865,,C0018946,,A collection of blood between the dura mater and the brain.,NCI,,N,,,,,,,,,,,,,,,,
AT206303463,A24683879,,C0018946,,Hemorrhage occurring between the dura mater and the arachnoid mater. [HPO:sdoelken],HPO,,N,,,,,,,,,,,,,,,,
AT210363981,A24380865,,C0018946,,A collection of blood into the space between the dura mater and the brain.,NCI_NICHD,,N,,,,,,,,,,,,,,,,
AT73553871,A0066805,,C0018946,,"Accumulation of blood in the SUBDURAL SPACE between the DURA MATER and the arachnoidal layer of the MENINGES. This condition primarily occurs over the surface of a CEREBRAL HEMISPHERE, but may develop in the spinal canal (HEMATOMA, SUBDURAL, SPINAL). Subdural hematoma can be classified as the acute or the chronic form, with immediate or delayed symptom onset, respectively. Symptoms may include loss of consciousness, severe HEADACHE, and deteriorating mental status.",MSH,,N,,,,,,,,,,,,,,,,
AT198016766,A7571016,,C0019080,,"In medicine, loss of blood from damaged blood vessels. A hemorrhage may be internal or external, and usually involves a lot of bleeding in a short time.",NCI_NCI-GLOSS,,N,,,,,,,,,,,,,,,,
AT198139935,A7571016,,C0019080,,The flow of blood from a ruptured blood vessel.,NCI,,N,,,,,,,,,,,,,,,,
AT210369856,A7571016,,C0019080,,Loss of blood.,NCI_NICHD,,N,,,,,,,,,,,,,,,,
AT210370254,A7571016,,C0019080,,The presence of extravascular erythrocytes.,NCI_CDISC,,N,,,,,,,,,,,,,,,,
AT230154323,A21145305,,C0019080,,"<p>Bleeding is the loss of <a href='https://medlineplus.gov/blood.html'>blood</a>. It can happen outside or inside the body. You may bleed when you get a cut or other <a href='https://medlineplus.gov/woundsandinjuries.html'>wound</a>. Bleeding can also be due to an injury to internal organs.</p> <p>Sometimes bleeding can cause other problems. A <a href='https://medlineplus.gov/bruises.html'>bruise</a> is bleeding under the skin. Some <a href='https://medlineplus.gov/hemorrhagicstroke.html'>strokes</a> are caused by bleeding in the brain. Other bleeding, such as <a href='https://medlineplus.gov/gastrointestinalbleeding.html'>gastrointestinal bleeding</a>, coughing up blood, or <a href='https://medlineplus.gov/vaginalbleeding.html'>vaginal bleeding</a>, can be a symptom of a disease.</p> <p>Normally, when you bleed, your blood forms clots to stop the bleeding. Severe bleeding may require <a href='https://medlineplus.gov/firstaid.html'>first aid</a> or a trip to the <a href='https://medlineplus.gov/emergencymedicalservices.html'>emergency room</a>. If you have a <a href='https://medlineplus.gov/bleedingdisorders.html'>bleeding disorder</a>, your blood does not form clots normally.</p>",MEDLINEPLUS,,N,,,,,,,,,,,,,,,,
AT38142424,A0067245,,C0019080,,Bleeding or escape of blood from a vessel.,MSH,,N,,,,,,,,,,,,,,,,
AT51219895,A0480733,,C0019080,,escape of blood from the vessels; bleeding.,CSP,,N,,,,,,,,,,,,,,,,
AT198043626,A10765326,,C0151699,,A disorder characterized by bleeding from the cranium.,NCI_CTCAE,,N,,,,,,,,,,,,,,,,
AT198055848,A10765326,,C0151699,,Bleeding within the cranium.,NCI,,N,,,,,,,,,,,,,,,,
AT206288633,A24682215,,C0151699,,Hemorrhage occurring within the skull. [HPO:gcarletti],HPO,,N,,,,,,,,,,,,,,,,
AT230067644,A10765326,,C0151699,,Bleeding within the cranium.,NCI_FDA,,N,,,,,,,,,,,,,,,,
AT73569057,A1649275,,C0151699,,"Bleeding within the SKULL, including hemorrhages in the brain and the three membranes of MENINGES. The escape of blood often leads to the formation of HEMATOMA in the cranial epidural, subdural, and subarachnoid spaces.",MSH,,N,,,,,,,,,,,,,,,,
AT198025314,A20251474,,C0553692,,"An acute episode of focal or global cerebral or spinal dysfunction caused by intraparenchymal, intraventricular, or subarachnoid hemorrhage.",NCI,,N,,,,,,,,,,,,,,,,
AT198111390,A20251474,,C0553692,,"An acute episode of focal or global cerebral or spinal dysfunction caused by intraparenchymal, intraventricular, or subarachnoid hemorrhage.",NCI_CDISC,,N,,,,,,,,,,,,,,,,
AT210377677,A20251474,,C0553692,,Brain tissue necrosis due to a an intracerebral or subarachnoid bleed.,NCI_NICHD,,N,,,,,,,,,,,,,,,,
AT220106712,A25760006,,C0553692,,"<p>A <a href='https://medlineplus.gov/stroke.html'>stroke</a> is a medical emergency. There are two types - <a href='https://medlineplus.gov/ischemicstroke.html'>ischemic</a> and hemorrhagic. Hemorrhagic stroke is the less common type. It happens when a blood vessel breaks and bleeds into the brain. Within minutes, brain cells begin to die. Causes include a bleeding <a href='https://medlineplus.gov/aneurysms.html'>aneurysm</a>, an <a href='https://medlineplus.gov/arteriovenousmalformations.html'>arteriovenous malformation</a> (AVM), or an artery wall that breaks open.</p> <p>Symptoms of stroke are</p> <ul> <li>Sudden numbness or weakness of the face, arm or leg (especially on one side of the body)</li> <li>Sudden confusion, trouble speaking or understanding speech</li> <li>Sudden trouble seeing in one or both eyes</li> <li>Sudden trouble walking, dizziness, loss of balance or coordination</li> <li>Sudden severe headache with no known cause</li> </ul> <p>It is important to treat strokes as quickly as possible. With a hemorrhagic stroke, the first steps are to find the cause of bleeding in the brain and then control it. Surgery may be needed. <a href='https://medlineplus.gov/strokerehabilitation.html'>Post-stroke rehabilitation</a> can help people overcome disabilities caused by stroke damage.</p> <p >National Institute of Neurological Disorders and Stroke</p>",MEDLINEPLUS,,N,,,,,,,,,,,,,,,,
AT198074392,A20251473,,C0948008,,"An acute episode of focal cerebral, spinal, or retinal dysfunction caused by infarction of brain tissue.",NCI,,N,,,,,,,,,,,,,,,,
AT198123779,A20251473,,C0948008,,"Ischemic stroke is defined as an acute episode of focal cerebral, spinal, or retinal dysfunction caused by infarction of central nervous system tissue.",NCI_CDISC,,N,,,,,,,,,,,,,,,,
AT210370021,A20251473,,C0948008,,Acute onset of neurological deficits resulting from a loss of blood supply to brain tissue in an area of arterial distribution.,NCI_NICHD,,N,,,,,,,,,,,,,,,,
AT220103897,A25759990,,C0948008,,"<p>A <a href='https://medlineplus.gov/stroke.html'>stroke</a> is a medical emergency. There are two types - ischemic and <a href='https://medlineplus.gov/hemorrhagicstroke.html'>hemorrhagic</a>. Ischemic stroke is the most common type. It is usually caused by a <a href='https://medlineplus.gov/bloodclots.html'>blood clot</a> that blocks or plugs a blood vessel in the brain. This keeps blood from flowing to the brain. Within minutes, brain cells begin to die. Another cause is stenosis, or narrowing of the artery. This can happen because of <a href='https://medlineplus.gov/atherosclerosis.html'>atherosclerosis</a>, a disease in which plaque builds up inside your arteries. <a href='https://medlineplus.gov/transientischemicattack.html'>Transient ischemic attacks</a> (TIAs) occur when the blood supply to the brain is interrupted briefly. Having a TIA can mean you are at risk for having a more serious stroke.</p> <p>Symptoms of stroke are</p> <ul> <li>Sudden numbness or weakness of the face, arm or leg (especially on one side of the body)</li> <li>Sudden confusion, trouble speaking or understanding speech</li> <li>Sudden trouble seeing in one or both eyes</li> <li>Sudden trouble walking, dizziness, loss of balance or coordination</li> <li>Sudden severe headache with no known cause</li> </ul> <p>It is important to treat strokes as quickly as possible. <a href='https://medlineplus.gov/bloodthinners.html'>Blood thinners</a> may be used to stop a stroke while it is happening by quickly dissolving the blood clot. <a href='https://medlineplus.gov/strokerehabilitation.html'>Post-stroke rehabilitation</a> can help people overcome disabilities caused by stroke damage.</p> <p >NIH: National Institute of Neurological Disorders and Stroke</p>",MEDLINEPLUS,,N,,,,,,,,,,,,,,,,
AT198043634,A10760367,,C2937358,,Bleeding within the cerebrum.,NCI,,N,,,,,,,,,,,,,,,,
AT206285799,A24682039,,C2937358,,Hemorrhage into the parenchyma of the brain. [HPO:gcarletti],HPO,,N,,,,,,,,,,,,,,,,
AT210368032,A10760367,,C2937358,,Bleeding within the brain tissue.,NCI_NICHD,,N,,,,,,,,,,,,,,,,
AT230070792,A10760367,,C2937358,,Hemorrhage into the cerebrum. See also Stroke Syndrome.,NCI_FDA,,N,,,,,,,,,,,,,,,,
AT51224831,A0475786,,C2937358,,"bleeding or escape of blood into a cerebral hemisphere of the brain, including lobar, subcortical white matter, and basal ganglia hemorrhages.",CSP,,N,,,,,,,,,,,,,,,,
AT73529987,A0037003,,C2937358,,Bleeding into one or both CEREBRAL HEMISPHERES including the BASAL GANGLIA and the CEREBRAL CORTEX. It is often associated with HYPERTENSION and CRANIOCEREBRAL TRAUMA.,MSH,,N,,,,,,,,,,,,,,,,
AT64676509,A0099266,,C0031049,,"INFLAMMATION of the sac surrounding the heart (PERICARDIUM) due to MYCOBACTERIUM TUBERCULOSIS infection. Pericarditis can lead to swelling (PERICARDIAL EFFUSION), compression of the heart (CARDIAC TAMPONADE), and preventing normal beating of the heart.",MSH,,N,,,,,,,,,,,,,,,,
AT219997369,A7571843,,C0041316,,Tuberculosis of the lymph node.,NCI,,N,,,,,,,,,,,,,,,,
AT38148537,A0129269,,C0041316,,Infection of the lymph nodes by tuberculosis. Tuberculous infection of the cervical lymph nodes is scrofula.,MSH,,N,,,,,,,,,,,,,,,,
AT198073071,A17686415,,C0041318,,A bacterial infection of the membranes covering the brain and the spinal cord caused by Mycobacterium tuberculosis.,NCI,,N,,,,,,,,,,,,,,,,
AT38134583,A0129271,,C0041318,,"A form of bacterial meningitis caused by MYCOBACTERIUM TUBERCULOSIS or rarely MYCOBACTERIUM BOVIS. The organism seeds the meninges and forms microtuberculomas which subsequently rupture. The clinical course tends to be subacute, with progressions occurring over a period of several days or longer. Headache and meningeal irritation may be followed by SEIZURES, cranial neuropathies, focal neurologic deficits, somnolence, and eventually COMA. The illness may occur in immunocompetent individuals or as an OPPORTUNISTIC INFECTION in the ACQUIRED IMMUNODEFICIENCY SYNDROME and other immunodeficiency syndromes. (From Adams et al., Principles of Neurology, 6th ed, pp717-9)",MSH,,N,,,,,,,,,,,,,,,,
AT43117636,A6955608,,C0041325,,"A form of PERITONITIS seen in patients with TUBERCULOSIS, characterized by lesion either as a miliary form or as a pelvic mass on the peritoneal surfaces. Most patients have ASCITES, abdominal swelling, ABDOMINAL PAIN, and other systemic symptoms such as FEVER; WEIGHT LOSS; and ANEMIA.",MSH,,N,,,,,,,,,,,,,,,,
AT205734669,A10794231,,C0041326,,Inflammation of the pleura secondary to an infection with Mycobacterium tuberculosis.,NCI,,N,,,,,,,,,,,,,,,,
AT38143240,A0129277,,C0041326,,Tuberculosis of the serous membrane lining the thoracic cavity and surrounding the lungs.,MSH,,N,,,,,,,,,,,,,,,,
AT210367846,A25764184,,C0041328,,Infection of the kidney due to mycobacteria.,NCI_NICHD,,N,,,,,,,,,,,,,,,,
AT230068039,A25764184,,C0041328,,Infection of the kidney due to mycobacteria.,NCI,,N,,,,,,,,,,,,,,,,
AT53896295,A0129279,,C0041328,,Infection of the KIDNEY with species of MYCOBACTERIUM.,MSH,,N,,,,,,,,,,,,,,,,
AT219999904,A15556217,,C0041330,,Tuberculosis of the vertebrae.,NCI,,N,,,,,,,,,,,,,,,,
AT38149016,A0129280,,C0041330,,"Osteitis or caries of the vertebrae, usually occurring as a complication of tuberculosis of the lungs.",MSH,,N,,,,,,,,,,,,,,,,
AT197974031,A17686362,,C0001255,,An infectious process caused by actinomycetales which is an order of Actinobacteria.,NCI,,N,,,,,,,,,,,,,,,,
AT32353135,A0388142,,C0001255,,gram positive bacterial infection by organism of the order Actinomycetales.,CSP,,N,,,,,,,,,,,,,,,,
AT38153184,A0019379,,C0001255,,Infections with bacteria of the order ACTINOMYCETALES.,MSH,,N,,,,,,,,,,,,,,,,
AT219999725,A7609440,,C0026918,,Infection due to organisms from the genus Mycobacteria.,NCI,,N,,,,,,,,,,,,,,,,
AT220106834,A21142728,,C0026918,,"<p>Mycobacteria are a type of germ. There are many different kinds. The most common one causes <a href='https://medlineplus.gov/tuberculosis.html'>tuberculosis</a>. Another one causes leprosy. Still others cause infections that are called atypical mycobacterial infections. They aren't ""typical"" because they don't cause tuberculosis. But they can still harm people, especially people with other problems that affect their immunity, such as AIDS.</p> <p>Sometimes you can have these infections with no symptoms at all. At other times, they can cause lung symptoms similar to tuberculosis:</p> <ul> <li>Cough</li> <li>Weight loss</li> <li>Coughing up blood or mucus</li> <li>Weakness or fatigue</li> <li>Fever and chills</li> <li>Night sweats</li> <li>Lack of appetite and weight loss</li> </ul> <p>Medicines can treat these infections, but often more than one is needed to cure the infection.</p>",MEDLINEPLUS,,N,,,,,,,,,,,,,,,,
AT38141413,A0089044,,C0026918,,Infections with bacteria of the genus MYCOBACTERIUM.,MSH,,N,,,,,,,,,,,,,,,,
AT100258446,A0111439,,C0035243,,"Invasion of the host RESPIRATORY SYSTEM by microorganisms, usually leading to pathological processes or diseases.",MSH,,N,,,,,,,,,,,,,,,,
AT206292751,A24683615,,C0035243,,An infection of the upper or lower respiratory tract. [HPO:probinson],HPO,,N,,,,,,,,,,,,,,,,
AT51221826,A0319935,,C0035243,,invasion and growth of microorganisms in the respiratory system; may be clinically inapparent or result in local cellular injury.,CSP,,N,,,,,,,,,,,,,,,,
AT219998924,A7571558,,C0022415,,Tuberculosis affecting a joint.,NCI,,N,,,,,,,,,,,,,,,,
AT73530189,A12994820,,C0024131,,A form of cutaneous tuberculosis. It is seen predominantly in women and typically involves the NASAL MUCOSA; BUCCAL MUCOSA; and conjunctival mucosa.,MSH,,N,,,,,,,,,,,,,,,,
AT73496113,A0129263,,C0041309,,"Tuberculosis of the skin. It includes scrofuloderma and tuberculid, but not LUPUS VULGARIS.",MSH,,N,,,,,,,,,,,,,,,,
AT38151834,A0129275,,C0041324,,Tuberculosis of the bones or joints.,MSH,,N,,,,,,,,,,,,,,,,
