CUI	AUI	ATUI	SATUI	SAB	DEF	SUPPRESS	CVF	cui2								
C0006111	A20257776	AT198123857	NULL	NCI	A non-neoplastic or neoplastic disorder that affects the brain.	N	NULL	C0006111								
C0006111	A21144495	AT220102888	NULL	MEDLINEPLUS	<p>The brain is the control center of the body. It controls thoughts, memory, speech, and movement. It regulates the function of many organs. When the brain is healthy, it works quickly and automatically. However, when problems occur, the results can be devastating. </p> <p> <a href='https://medlineplus.gov/encephalitis.html'>Inflammation in the brain</a> can lead to problems such as vision loss, weakness and paralysis. Loss of brain cells, which happens if you suffer a <a href='https://medlineplus.gov/stroke.html'>stroke</a>, can affect your ability to think clearly. <a href='https://medlineplus.gov/braintumors.html'>Brain tumors</a> can also press on nerves and affect brain function. Some brain diseases are <a href='https://medlineplus.gov/geneticbraindisorders.html'>genetic</a>. And we do not know what causes some brain diseases, such as <a href='https://medlineplus.gov/alzheimersdisease.html'>Alzheimer's disease</a>.</p> <p>The symptoms of brain diseases vary widely depending on the specific problem. In some cases, damage is permanent. In other cases, treatments such as surgery, medicines, or physical therapy can correct the source of the problem or improve symptoms. </p>	N	NULL	C0006111								
C0006111	A0032452	AT38134607	NULL	MSH	Pathologic conditions affecting the BRAIN, which is composed of the intracranial components of the CENTRAL NERVOUS SYSTEM. This includes (but is not limited to) the CEREBRAL CORTEX; intracranial white matter; BASAL GANGLIA; THALAMUS; HYPOTHALAMUS; BRAIN STEM; and CEREBELLUM.	N	NULL	C0006111								
C0006111	A0248518	AT51222376	NULL	CSP	pathologic conditions affecting the brain, which is composed of the intracranial components of the central nervous system.	N	NULL	C0006111								
C0007786	A1637707	AT43117313	NULL	MSH	Localized reduction of blood flow to brain tissue due to arterial obstruction or systemic hypoperfusion. This frequently occurs in conjunction with brain hypoxia (HYPOXIA, BRAIN). Prolonged ischemia is associated with BRAIN INFARCTION.	N	NULL	C0007786								
C0553692	A20251474	AT198025314	NULL	NCI	An acute episode of focal or global cerebral or spinal dysfunction caused by intraparenchymal, intraventricular, or subarachnoid hemorrhage.	N	NULL	C0553692								
C0553692	A20251474	AT198111390	NULL	NCI_CDISC	An acute episode of focal or global cerebral or spinal dysfunction caused by intraparenchymal, intraventricular, or subarachnoid hemorrhage.	N	NULL	C0553692								
C0553692	A20251474	AT210377677	NULL	NCI_NICHD	Brain tissue necrosis due to a an intracerebral or subarachnoid bleed.	N	NULL	C0553692								
C0553692	A25760006	AT220106712	NULL	MEDLINEPLUS	<p>A <a href='https://medlineplus.gov/stroke.html'>stroke</a> is a medical emergency. There are two types - <a href='https://medlineplus.gov/ischemicstroke.html'>ischemic</a> and hemorrhagic. Hemorrhagic stroke is the less common type. It happens when a blood vessel breaks and bleeds into the brain. Within minutes, brain cells begin to die. Causes include a bleeding <a href='https://medlineplus.gov/aneurysms.html'>aneurysm</a>, an <a href='https://medlineplus.gov/arteriovenousmalformations.html'>arteriovenous malformation</a> (AVM), or an artery wall that breaks open.</p> <p>Symptoms of stroke are</p> <ul> <li>Sudden numbness or weakness of the face, arm or leg (especially on one side of the body)</li> <li>Sudden confusion, trouble speaking or understanding speech</li> <li>Sudden trouble seeing in one or both eyes</li> <li>Sudden trouble walking, dizziness, loss of balance or coordination</li> <li>Sudden severe headache with no known cause</li> </ul> <p>It is important to treat strokes as quickly as possible. With a hemorrhagic stroke, the first steps are to find the cause of bleeding in the brain and then control it. Surgery may be needed. <a href='https://medlineplus.gov/strokerehabilitation.html'>Post-stroke rehabilitation</a> can help people overcome disabilities caused by stroke damage.</p> <p >National Institute of Neurological Disorders and Stroke</p>	N	NULL	C0553692								
C0019080	A7571016	AT198016766	NULL	NCI_NCI-GLOSS	In medicine, loss of blood from damaged blood vessels. A hemorrhage may be internal or external, and usually involves a lot of bleeding in a short time.	N	NULL	C0019080								
C0019080	A7571016	AT198139935	NULL	NCI	The flow of blood from a ruptured blood vessel.	N	NULL	C0019080								
C0019080	A7571016	AT210369856	NULL	NCI_NICHD	Loss of blood.	N	NULL	C0019080								
C0019080	A7571016	AT210370254	NULL	NCI_CDISC	The presence of extravascular erythrocytes.	N	NULL	C0019080								
C0019080	A21145305	AT230154323	NULL	MEDLINEPLUS	<p>Bleeding is the loss of <a href='https://medlineplus.gov/blood.html'>blood</a>. It can happen outside or inside the body. You may bleed when you get a cut or other <a href='https://medlineplus.gov/woundsandinjuries.html'>wound</a>. Bleeding can also be due to an injury to internal organs.</p> <p>Sometimes bleeding can cause other problems. A <a href='https://medlineplus.gov/bruises.html'>bruise</a> is bleeding under the skin. Some <a href='https://medlineplus.gov/hemorrhagicstroke.html'>strokes</a> are caused by bleeding in the brain. Other bleeding, such as <a href='https://medlineplus.gov/gastrointestinalbleeding.html'>gastrointestinal bleeding</a>, coughing up blood, or <a href='https://medlineplus.gov/vaginalbleeding.html'>vaginal bleeding</a>, can be a symptom of a disease.</p> <p>Normally, when you bleed, your blood forms clots to stop the bleeding. Severe bleeding may require <a href='https://medlineplus.gov/firstaid.html'>first aid</a> or a trip to the <a href='https://medlineplus.gov/emergencymedicalservices.html'>emergency room</a>. If you have a <a href='https://medlineplus.gov/bleedingdisorders.html'>bleeding disorder</a>, your blood does not form clots normally.</p>	N	NULL	C0019080								
C0019080	A0067245	AT38142424	NULL	MSH	Bleeding or escape of blood from a vessel.	N	NULL	C0019080								
C0019080	A0480733	AT51219895	NULL	CSP	escape of blood from the vessels; bleeding.	N	NULL	C0019080								
C0007785	A10760368	AT198055858	NULL	NCI_FDA	An ischemic condition of the brain, producing a persistent focal neurological deficit in the area of distribution of the cerebral arteries.	N	NULL	C0007785								
C0007785	A10760368	AT198055859	NULL	NCI	An ischemic condition of the brain, producing a persistent focal neurological deficit in the area of distribution of the cerebral arteries.	N	NULL	C0007785								
C0007785	A0037008	AT73553651	NULL	MSH	The formation of an area of NECROSIS in the CEREBRUM caused by an insufficiency of arterial or venous blood flow. Infarcts of the cerebrum are generally classified by hemisphere (i.e., left vs. right), lobe (e.g., frontal lobe infarction), arterial distribution (e.g., INFARCTION, ANTERIOR CEREBRAL ARTERY), and etiology (e.g., embolic infarction).	N	NULL	C0007785								
C0948008	A20251473	AT198074392	NULL	NCI	An acute episode of focal cerebral, spinal, or retinal dysfunction caused by infarction of brain tissue.	N	NULL	C0948008								
C0948008	A20251473	AT198123779	NULL	NCI_CDISC	Ischemic stroke is defined as an acute episode of focal cerebral, spinal, or retinal dysfunction caused by infarction of central nervous system tissue.	N	NULL	C0948008								
C0948008	A20251473	AT210370021	NULL	NCI_NICHD	Acute onset of neurological deficits resulting from a loss of blood supply to brain tissue in an area of arterial distribution.	N	NULL	C0948008								
C0948008	A25759990	AT220103897	NULL	MEDLINEPLUS	<p>A <a href='https://medlineplus.gov/stroke.html'>stroke</a> is a medical emergency. There are two types - ischemic and <a href='https://medlineplus.gov/hemorrhagicstroke.html'>hemorrhagic</a>. Ischemic stroke is the most common type. It is usually caused by a <a href='https://medlineplus.gov/bloodclots.html'>blood clot</a> that blocks or plugs a blood vessel in the brain. This keeps blood from flowing to the brain. Within minutes, brain cells begin to die. Another cause is stenosis, or narrowing of the artery. This can happen because of <a href='https://medlineplus.gov/atherosclerosis.html'>atherosclerosis</a>, a disease in which plaque builds up inside your arteries. <a href='https://medlineplus.gov/transientischemicattack.html'>Transient ischemic attacks</a> (TIAs) occur when the blood supply to the brain is interrupted briefly. Having a TIA can mean you are at risk for having a more serious stroke.</p> <p>Symptoms of stroke are</p> <ul> <li>Sudden numbness or weakness of the face, arm or leg (especially on one side of the body)</li> <li>Sudden confusion, trouble speaking or understanding speech</li> <li>Sudden trouble seeing in one or both eyes</li> <li>Sudden trouble walking, dizziness, loss of balance or coordination</li> <li>Sudden severe headache with no known cause</li> </ul> <p>It is important to treat strokes as quickly as possible. <a href='https://medlineplus.gov/bloodthinners.html'>Blood thinners</a> may be used to stop a stroke while it is happening by quickly dissolving the blood clot. <a href='https://medlineplus.gov/strokerehabilitation.html'>Post-stroke rehabilitation</a> can help people overcome disabilities caused by stroke damage.</p> <p >NIH: National Institute of Neurological Disorders and Stroke</p>	N	NULL	C0948008								
C0042373	A7628925	AT197967646	NULL	NCI	A non-neoplastic or neoplastic disorder affecting the arteries, veins, or lymphatic vessels. Examples include vasculitis, thrombophlebitis, arteriosclerosis, lymphedema, hemangioma, and angiosarcoma.	N	NULL	C0042373								
C0042373	A21143655	AT220103477	NULL	MEDLINEPLUS	<p>The vascular system is the body's network of blood vessels. It includes the arteries, veins and capillaries that carry blood to and from the heart. Problems of the vascular system are common and can be serious. Arteries can become thick and stiff, a problem called <a href='https://medlineplus.gov/atherosclerosis.html'>atherosclerosis</a>. <a href='https://medlineplus.gov/bloodclots.html'>Blood clots</a> can clog vessels and block blood flow to the heart or brain. Weakened blood vessels can burst, causing bleeding inside the body. </p> <p>You are more likely to have vascular disease as you get older. Other factors that make vascular disease more likely include</p> <ul> <li> Family history of vascular or heart diseases</li> <li> Pregnancy</li> <li> Illness or injury </li> <li> Long periods of sitting or standing still</li> <li> Any condition that affects the heart and blood vessels, such as diabetes or high cholesterol </li> <li> Smoking </li> <li> Obesity </li> </ul> <p>Losing weight, eating healthy foods, being active and not smoking can help vascular disease. Other treatments include medicines and surgery.</p>	N	NULL	C0042373								
C0042373	A0318491	AT51219758	NULL	CSP	condition in which there is a deviation from or interruption of the normal structure or function of the blood vessels.	N	NULL	C0042373								
C0042373	A0131585	AT73533065	NULL	MSH	Pathological processes involving any of the BLOOD VESSELS in the cardiac or peripheral circulation. They include diseases of ARTERIES; VEINS; and rest of the vasculature system in the body.	N	NULL	C0042373								
C0085388	A0129215	AT38152425	NULL	MSH	A well-circumscribed mass composed of tuberculous granulation tissue that may occur in the cerebral hemispheres, cerebellum, brain stem, or perimeningeal spaces. Multiple lesions are quite common. Management of intracranial manifestations vary with lesion site. Intracranial tuberculomas may be associated with SEIZURES, focal neurologic deficits, and INTRACRANIAL HYPERTENSION. Spinal cord tuberculomas may be associated with localized or radicular pain, weakness, sensory loss, and incontinence. Tuberculomas may arise as OPPORTUNISTIC INFECTIONS, but also occur in immunocompetent individuals.	N	NULL	C0085388								
C1609538	A17003741	AT115063393	NULL	MSH	The dormant form of TUBERCULOSIS where the person shows no obvious symptoms and no sign of the causative agent (Mycobacterium tuberculosis) in the SPUTUM despite being positive for tuberculosis infection skin test.	N	NULL	C1609538								
C1609538	A27368899	AT219998536	NULL	NCI_NICHD	The asymptomatic presence of Mycobacterium tuberculosis in the body, which is determined by a positive result to a tuberculin skin test or interferon-gamma release assay.	N	NULL	C1609538								
C1609538	A27368899	AT220004838	NULL	NCI	The asymptomatic presence of Mycobacterium tuberculosis in the body, which is determined by a positive result to a tuberculin skin test or interferon-gamma release assay.	N	NULL	C1609538								
C0041309	A0129263	AT73496113	NULL	MSH	Tuberculosis of the skin. It includes scrofuloderma and tuberculid, but not LUPUS VULGARIS.	N	NULL	C0041309								
C0035243	A0111439	AT100258446	NULL	MSH	Invasion of the host RESPIRATORY SYSTEM by microorganisms, usually leading to pathological processes or diseases.	N	NULL	C0035243								
C0035243	A24683615	AT206292751	NULL	HPO	An infection of the upper or lower respiratory tract. [HPO:probinson]	N	NULL	C0035243								
C0035243	A0319935	AT51221826	NULL	CSP	invasion and growth of microorganisms in the respiratory system; may be clinically inapparent or result in local cellular injury.	N	NULL	C0035243								
C0001255	A17686362	AT197974031	NULL	NCI	An infectious process caused by actinomycetales which is an order of Actinobacteria.	N	NULL	C0001255								
C0001255	A0388142	AT32353135	NULL	CSP	gram positive bacterial infection by organism of the order Actinomycetales.	N	NULL	C0001255								
C0001255	A0019379	AT38153184	NULL	MSH	Infections with bacteria of the order ACTINOMYCETALES.	N	NULL	C0001255								
C0005953	A7569177	AT197965421	NULL	NCI_NCI-GLOSS	The soft, sponge-like tissue in the center of most bones. It produces white blood cells, red blood cells, and platelets.	N	NULL	C0005953								
C0005953	A7569177	AT197990551	NULL	NCI	The tissue occupying the spaces of bone. It consists of blood vessel sinuses and a network of hematopoietic cells which give rise to the red cells, white cells, and megakaryocytes.	N	NULL	C0005953								
C0005953	A7569177	AT224196138	NULL	NCI_CDISC	The tissue occupying the spaces of some bones. It consists of blood vessel sinuses and a network of hematopoietic cells.	N	NULL	C0005953								
C0005953	A0032003	AT38149246	NULL	MSH	The soft tissue filling the cavities of bones. Bone marrow exists in two types, yellow and red. Yellow marrow is found in the large cavities of large bones and consists mostly of fat cells and a few primitive blood cells. Red marrow is a hematopoietic tissue and is the site of production of erythrocytes and granular leukocytes. Bone marrow is made up of a framework of connective tissue containing branching fibers with the frame being filled with marrow cells.	N	NULL	C0005953								
C0005953	A0474941	AT51219796	NULL	CSP	soft tissue filling the cavities of bones; exists in two types, yellow and red; yellow marrow is found in the large cavities of large bones and consists mostly of fat cells and a few primitive blood cells; red marrow is a hematopoietic tissue and is the site of production of erythrocytes and granular leukocytes; bone marrow is made up of a framework of connective tissue containing branching fibers with the frame being filled with marrow cells.	N	NULL	C0005953								
C3203357	A7569185	AT220004955	NULL	NCI	Tuberculosis of the bone.	N	NULL	C3203357								
C0022415	A7571558	AT219998924	NULL	NCI	Tuberculosis affecting a joint.	N	NULL	C0022415								
C1112517	A7627344	AT220000222	NULL	NCI	An abscess resulting from infection by Mycobacterium tuberculosis.	N	NULL	C1112517								
C0041328	A25764184	AT210367846	NULL	NCI_NICHD	Infection of the kidney due to mycobacteria.	N	NULL	C0041328								
C0041328	A25764184	AT230068039	NULL	NCI	Infection of the kidney due to mycobacteria.	N	NULL	C0041328								
C0041328	A0129279	AT53896295	NULL	MSH	Infection of the KIDNEY with species of MYCOBACTERIUM.	N	NULL	C0041328								
C0041316	A7571843	AT219997369	NULL	NCI	Tuberculosis of the lymph node.	N	NULL	C0041316								
C0041316	A0129269	AT38148537	NULL	MSH	Infection of the lymph nodes by tuberculosis. Tuberculous infection of the cervical lymph nodes is scrofula.	N	NULL	C0041316								
C0041318	A17686415	AT198073071	NULL	NCI	A bacterial infection of the membranes covering the brain and the spinal cord caused by Mycobacterium tuberculosis.	N	NULL	C0041318								
C0041318	A0129271	AT38134583	NULL	MSH	A form of bacterial meningitis caused by MYCOBACTERIUM TUBERCULOSIS or rarely MYCOBACTERIUM BOVIS. The organism seeds the meninges and forms microtuberculomas which subsequently rupture. The clinical course tends to be subacute, with progressions occurring over a period of several days or longer. Headache and meningeal irritation may be followed by SEIZURES, cranial neuropathies, focal neurologic deficits, somnolence, and eventually COMA. The illness may occur in immunocompetent individuals or as an OPPORTUNISTIC INFECTION in the ACQUIRED IMMUNODEFICIENCY SYNDROME and other immunodeficiency syndromes. (From Adams et al., Principles of Neurology, 6th ed, pp717-9)	N	NULL	C0041318								
C0031049	A0099266	AT64676509	NULL	MSH	INFLAMMATION of the sac surrounding the heart (PERICARDIUM) due to MYCOBACTERIUM TUBERCULOSIS infection. Pericarditis can lead to swelling (PERICARDIAL EFFUSION), compression of the heart (CARDIAC TAMPONADE), and preventing normal beating of the heart.	N	NULL	C0031049								
C0041325	A6955608	AT43117636	NULL	MSH	A form of PERITONITIS seen in patients with TUBERCULOSIS, characterized by lesion either as a miliary form or as a pelvic mass on the peritoneal surfaces. Most patients have ASCITES, abdominal swelling, ABDOMINAL PAIN, and other systemic symptoms such as FEVER; WEIGHT LOSS; and ANEMIA.	N	NULL	C0041325								
C0041326	A10794231	AT205734669	NULL	NCI	Inflammation of the pleura secondary to an infection with Mycobacterium tuberculosis.	N	NULL	C0041326								
C0041326	A0129277	AT38143240	NULL	MSH	Tuberculosis of the serous membrane lining the thoracic cavity and surrounding the lungs.	N	NULL	C0041326								
C0041330	A15556217	AT219999904	NULL	NCI	Tuberculosis of the vertebrae.	N	NULL	C0041330								
C0041330	A0129280	AT38149016	NULL	MSH	Osteitis or caries of the vertebrae, usually occurring as a complication of tuberculosis of the lungs.	N	NULL	C0041330								
C0041324	A0129275	AT38151834	NULL	MSH	Tuberculosis of the bones or joints.	N	NULL	C0041324								
C0026918	A7609440	AT219999725	NULL	NCI	Infection due to organisms from the genus Mycobacteria.	N	NULL	C0026918								
C0026918	A21142728	AT220106834	NULL	MEDLINEPLUS	"<p>Mycobacteria are a type of germ. There are many different kinds. The most common one causes <a href='https://medlineplus.gov/tuberculosis.html'>tuberculosis</a>. Another one causes leprosy. Still others cause infections that are called atypical mycobacterial infections. They aren't typical"" because they don't cause tuberculosis. But they can still harm people"	 especially people with other problems that affect their immunity	 such as AIDS.</p> <p>Sometimes you can have these infections with no symptoms at all. At other times	 they can cause lung symptoms similar to tuberculosis:</p> <ul> <li>Cough</li> <li>Weight loss</li> <li>Coughing up blood or mucus</li> <li>Weakness or fatigue</li> <li>Fever and chills</li> <li>Night sweats</li> <li>Lack of appetite and weight loss</li> </ul> <p>Medicines can treat these infections	" but often more than one is needed to cure the infection.</p>"""	N	NULL	C0026918				
C0026918	A0089044	AT38141413	NULL	MSH	Infections with bacteria of the genus MYCOBACTERIUM.	N	NULL	C0026918								
C0024131	A12994820	AT73530189	NULL	MSH	A form of cutaneous tuberculosis. It is seen predominantly in women and typically involves the NASAL MUCOSA; BUCCAL MUCOSA; and conjunctival mucosa.	N	NULL	C0024131								
C0152889	A7599414	AT220003784	NULL	NCI	Tuberculosis of the adrenal gland.	N	NULL	C0152889								
C0275904	A1639545	AT38144230	NULL	MSH	Tuberculosis of the brain, spinal cord, or meninges (TUBERCULOSIS, MENINGEAL), most often caused by MYCOBACTERIUM TUBERCULOSIS and rarely by MYCOBACTERIUM BOVIS. The infection may be limited to the nervous system or coexist in other organs (e.g., TUBERCULOSIS, PULMONARY). The organism tends to seed the meninges causing a diffuse meningitis and leads to the formation of TUBERCULOMA, which may occur within the brain, spinal cord, or perimeningeal spaces. Tuberculous involvement of the vertebral column (TUBERCULOSIS, SPINAL) may result in nerve root or spinal cord compression. (From Adams et al., Principles of Neurology, 6th ed, pp717-20)	N	NULL	C0275904								
C0026857	A23950459	AT198002186	NULL	NCI	A category of diseases that involve muscles and bones.	N	NULL	C0026857								
C0026857	A0088829	AT38141872	NULL	MSH	Diseases of the muscles and their associated ligaments and other connective tissue and of the bones and cartilage viewed collectively.	N	NULL	C0026857								
C0026857	A0319497	AT51218734	NULL	CSP	condition in which there is a deviation from or interruption of the normal structure or function of any muscles, bones, or cartilages of the body.	N	NULL	C0026857								
C0026913	A17692740	AT197961859	NULL	NCI_CDISC	Any bacterial organism that can be assigned to the species Mycobacterium avium.	N	NULL	C0026913								
C0026913	A17692740	AT198036592	NULL	NCI	A species of aerobic, Gram positive, rod shaped bacteria assigned to the phylum Actinobacteria. This species is acid fast, catalase positive, niacin, peroxidase, nitrate reductase, and urease negative, and may be susceptible to pnitrobenzoate, ethambutol, pyrazinamide, rifampin, and streptomycin. M. avium is found in soil and dust particles and can cause infection when inhaled or ingested, especially causing disseminated infection in immunocompromised patients.	N	NULL	C0026913								
C0026913	A0089014	AT38152513	NULL	MSH	A bacterium causing tuberculosis in domestic fowl and other birds. In pigs, it may cause localized and sometimes disseminated disease. The organism occurs occasionally in sheep and cattle. It should be distinguished from the M. avium complex, which infects primarily humans.	N	NULL	C0026913								
C0026913	A0089013	AT51225479	NULL	CSP	bacterium causing tuberculosis in domestic fowl and other birds; in pigs, it may cause localized and sometimes disseminated disease; the organism occurs occasionally in sheep and cattle; it should be distinguished from the M. avium complex, which infects primarily humans.	N	NULL	C0026913								
C0026917	A17686554	AT198085483	NULL	NCI_CDISC	Any bacterial organism that can be assigned to the species Mycobacterium bovis.	N	NULL	C0026917								
C0026917	A17686554	AT198134830	NULL	NCI	A species of Mycobacterium that is a member of the Mycobacterium tuberculosis complex. It is the causative agent of tuberculosis in cattle.	N	NULL	C0026917								
C0026917	A0089030	AT32352753	NULL	CSP	bovine variety of the tubercle bacillus; it is called also Mycobacterium tuberculosis var. bovis.	N	NULL	C0026917								
C0026917	A0089032	AT38139667	NULL	MSH	The bovine variety of the tubercle bacillus. It is called also Mycobacterium tuberculosis var. bovis.	N	NULL	C0026917								
C0026926	A16758046	AT197960332	NULL	NCI	An obligate anaerobic, weakly Gram-positive species of mycobacterium that is the cause of most cases of tuberculosis.	N	NULL	C0026926								
C0026926	A16758046	AT198059525	NULL	NCI_CDISC	Any bacterial organism that can be assigned to the species Mycobacterium tuberculosis.	N	NULL	C0026926								
C0026926	A0089094	AT43117516	NULL	MSH	A species of gram-positive, aerobic bacteria that produces TUBERCULOSIS in humans, other primates, CATTLE; DOGS; and some other animals which have contact with humans. Growth tends to be in serpentine, cordlike masses in which the bacilli show a parallel orientation.	N	NULL	C0026926								
C0026926	A0089091	AT51225018	NULL	CSP	species of gram positive, aerobic bacteria that produces tuberculosis in man, other primates, dogs, and some animals which have contact with man; growth tends to be in serpentine, cordlike masses in which the bacilli show a parallel orientation.	N	NULL	C0026926								
C0037253	A7662451	AT198027873	NULL	NCI_NCI-GLOSS	The framework that supports the soft tissues of vertebrate animals and protects many of their internal organs. The skeletons of vertebrates are made of bone and/or cartilage.	N	NULL	C0037253								
C0037253	A15455280	AT218910258	NULL	FMA	Organ system subdivision which has as its direct parts skeleton, all skeletal membrane organs, all skeletal ligaments, all bursae, all skeletal cartilage organs and all portions of synovial fluid.	N	NULL	C0037253								
C0037253	A0489182	AT51224074	NULL	CSP	bones and cartilages of the body, including the joints.	N	NULL	C0037253								
C0037274	A7578068	AT197966924	NULL	NCI	A disorder involving lesions or eruptions of the skin, usually without inflammation.	N	NULL	C0037274								
C0037274	A7620313	AT198004965	NULL	NCI	Any deviation from the normal structure or function of the skin or subcutaneous tissue that is manifested by a characteristic set of symptoms and signs.	N	NULL	C0037274								
C0037274	A0116932	AT218029808	NULL	MSH	Diseases involving the DERMIS or EPIDERMIS.	N	NULL	C0037274								
C0037274	A21143999	AT230154927	NULL	MEDLINEPLUS	<p>Your skin is your body's largest organ. It covers and protects your body. Your skin</p> <ul> <li>Holds body fluids in, preventing dehydration</li> <li>Keeps harmful microbes out, preventing <a href='https://medlineplus.gov/skininfections.html'>infections</a></li> <li>Helps you feel things like heat, cold, and pain</li> <li>Keeps your body temperature even</li> <li>Makes vitamin D when the sun shines on it</li> </ul> <p>Anything that irritates, clogs, or inflames your skin can cause symptoms such as redness, swelling, burning, and <a href='https://medlineplus.gov/itching.html'>itching</a>. Allergies, irritants, your genetic makeup, and certain diseases and immune system problems can cause <a href='https://medlineplus.gov/rashes.html'>rashes</a>, <a href='https://medlineplus.gov/hives.html'>hives</a>, and other skin conditions. Many skin problems, such as <a href='https://medlineplus.gov/acne.html'>acne</a>, also affect your appearance.</p> <p >NIH: National Institute of Arthritis and Musculoskeletal and Skin Diseases</p>	N	NULL	C0037274								
C0037274	A0489188	AT32352442	NULL	CSP	impairment of health or a condition of abnormal functioning of the skin.	N	NULL	C0037274								
C0037274	A1187567	AT51219499	NULL	CSP	determination of diseases or disorders of the skin based on symptoms, medical history, risk factors, and clinical tests.	N	NULL	C0037274								
C0041290	A8318158	AT144248536	NULL	HL7V3.0	<p>tuberculin skin test; NOS</p>	N	NULL	C0041290								
C0041290	A17686827	AT198122532	NULL	NCI	A test to determine if a subject has ever had a tuberculosis infection. A small amount of purified tuberculosis protein is placed under the skin of the forearm and a positive skin reaction indicates previous exposure to Mycobacterium tuberculosis.	N	NULL	C0041290								
C0041290	A17686827	AT220000118	NULL	NCI_NICHD	A test of delayed-type hypersensitivity involving injection into the skin of a small amount of purified protein derivative (PPD). The formation of a specific, defined amount of induration in response to the test suggests the presence of tuberculosis infection.	N	NULL	C0041290								
C0041290	A0129201	AT38150257	NULL	MSH	One of several skin tests to determine past or present tuberculosis infection. A purified protein derivative of the tubercle bacilli, called tuberculin, is introduced into the skin by scratch, puncture, or interdermal injection.	N	NULL	C0041290								
C0041290	A0491018	AT51225036	NULL	CSP	skin test for tuberculosis using tuberculin, a sterile solution containing growth products of Mycobacterium tuberculosis or Mycobacterium bovis.	N	NULL	C0041290								
C0696216	A17695406	AT224183014	NULL	NCI_CDISC	A multiple puncture tuberculin skin test in which tuberculin antigen (either purified protein derivative or old) is pushed into the skin via a device containing 4-6 needles that are coated in tuberculin antigen. (NCI)	N	NULL	C0696216								
C0696216	A17695406	AT224192519	NULL	NCI	A multiple puncture tuberculin skin test in which tuberculin antigen (either purified protein derivative or old) is pushed into the skin via a device containing 4-6 needles that are coated in tuberculin antigen.	N	NULL	C0696216								
C0229619	A7648806	AT198064627	NULL	NCI_NCI-GLOSS	Tissue in which new blood cells are formed.	N	NULL	C0229619								
C0229619	A0480630	AT51225179	NULL	CSP	an aggregation of similarly specialized cells that takes part in the production of the formed elements of the blood.	N	NULL	C0229619								
C0405580	A24379738	AT198004325	NULL	NCI	An endocrine or hormonal disorder that occurs when the adrenal cortex does not produce enough of the hormone cortisol and in some cases, the hormone aldosterone. It may be due to a disorder of the adrenal cortex (Addison's disease or primary adrenal insufficiency) or to inadequate secretion of ACTH by the pituitary gland (secondary adrenal insufficiency).	N	NULL	C0405580								
C0405580	A24379738	AT198115208	NULL	NCI_CTCAE	A disorder that occurs when the adrenal cortex does not produce enough of the hormone cortisol and in some cases, the hormone aldosterone. It may be due to a disorder of the adrenal cortex as in Addison's disease or primary adrenal insufficiency.	N	NULL	C0405580								
C0405580	A24379738	AT224193300	NULL	NCI_NICHD	Subnormal concentration of cortisol, with or without mineralocorticoid insufficiency.	N	NULL	C0405580								
C0483226	A18583772	AT130672852	NULL	CHV	a kind of rod-shaped bacteria	N	NULL	C0483226								
C0483226	A18621043	AT130672853	NULL	CHV	a kind of rod-shaped bacteria	N	NULL	C0483226								
C0483226	A18639705	AT130672854	NULL	CHV	a kind of rod-shaped bacteria	N	NULL	C0483226								
C0483226	A18639706	AT130672855	NULL	CHV	a kind of rod-shaped bacteria	N	NULL	C0483226								
C0001623	A24668297	AT206285699	NULL	HPO	Insufficient production of steroid hormones (primarily cortisol) by the adrenal glands as a result of a primary defect in the glands themselves. [HPO:probinson, pmid:11443143]	N	NULL	C0001623								
C0001623	A6993207	AT43117754	NULL	MSH	Conditions in which the production of adrenal CORTICOSTEROIDS falls below the requirement of the body. Adrenal insufficiency can be caused by defects in the ADRENAL GLANDS, the PITUITARY GLAND, or the HYPOTHALAMUS.	N	NULL	C0001623								
C0005956	A0032008	AT218001091	NULL	MSH	Diseases involving the BONE MARROW.	N	NULL	C0005956								
C0005956	A7631688	AT220001357	NULL	NCI	Any disease of the bone marrow.	N	NULL	C0005956								
C0005956	A21144490	AT220105763	NULL	MEDLINEPLUS	<p>Bone marrow is the spongy tissue inside some of your bones, such as your hip and thigh bones. It contains <a href='https://medlineplus.gov/stemcells.html'>stem cells</a>. The stem cells can develop into the red blood cells that carry oxygen through your body, the white blood cells that fight infections, and the platelets that help with blood clotting.</p> <p>With bone marrow disease, there are problems with the stem cells or how they develop:</p> <ul> <li>In <a href='https://medlineplus.gov/leukemia.html'>leukemia</a>, a cancer of the blood, the bone marrow makes abnormal white blood cells</li> <li>In <a href='https://medlineplus.gov/aplasticanemia.html'>aplastic anemia</a>, the bone marrow doesn't make red blood cells</li> <li>In myeloproliferative disorders, the bone marrow makes too many white blood cells</li> <li>Other diseases, such as <a href='https://medlineplus.gov/lymphoma.html'>lymphoma</a>, can spread into the bone marrow and affect the production of blood cells</li> </ul> <p>Causes of bone marrow diseases include genetics and environmental factors. Tests for bone marrow diseases include <a href='https://medlineplus.gov/bloodcounttests.html'>blood</a> and bone marrow tests. Treatments depend on the disorder and how severe it is. They might involve medicines, <a href='https://medlineplus.gov/bloodtransfusionanddonation.html'>blood transfusions</a> or a <a href='https://medlineplus.gov/bonemarrowtransplantation.html'>bone marrow transplant</a>.</p>	N	NULL	C0005956								
C0005956	A0248511	AT51223991	NULL	CSP	condition in which there is a deviation from or interruption of the normal structure or function of the bone marrow.	N	NULL	C0005956								
